Tools	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781566	1	OK	0.0003127	0.7347922	-0.6782260	0.0094816	-43.350	-67.215	-140.225	0.0368643	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781566	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781574	1	OK	0.0003146	0.7347899	-0.6782284	0.0094862	-43.350	-67.215	-140.225	0.0370287	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781574	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781582	1	OK	0.0003122	0.7347904	-0.6782277	0.0094952	-43.349	-67.217	-140.223	0.0370733	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781582	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781590	1	OK	0.0003187	0.7347840	-0.6782345	0.0095055	-43.348	-67.216	-140.223	0.0372148	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781590	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781598	1	OK	0.0002996	0.7347833	-0.6782349	0.0095332	-43.344	-67.216	-140.221	0.0373132	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781598	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781606	1	OK	0.0003071	0.7347803	-0.6782382	0.0095267	-43.344	-67.216	-140.220	0.0373578	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781606	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781614	1	OK	0.0002942	0.7347839	-0.6782341	0.0095363	-43.342	-67.216	-140.220	0.0373567	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781614	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781622	1	OK	0.0002953	0.7347809	-0.6782374	0.0095372	-43.341	-67.216	-140.219	0.0374054	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781622	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781630	1	OK	0.0002849	0.7347821	-0.6782357	0.0095632	-43.338	-67.217	-140.216	0.0374445	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781630	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781638	1	OK	0.0002846	0.7347817	-0.6782360	0.0095739	-43.337	-67.220	-140.215	0.0375098	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781638	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781646	1	OK	0.0002743	0.7347796	-0.6782381	0.0095897	-43.335	-67.220	-140.215	0.0375673	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781646	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781654	1	OK	0.0002611	0.7347808	-0.6782365	0.0096083	-43.331	-67.221	-140.214	0.0375902	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781654	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781662	1	OK	0.0002648	0.7347786	-0.6782387	0.0096248	-43.330	-67.224	-140.213	0.0377176	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781662	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781670	1	OK	0.0002627	0.7347809	-0.6782360	0.0096382	-43.330	-67.225	-140.213	0.0377174	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781670	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781678	1	OK	0.0002771	0.7347761	-0.6782412	0.0096360	-43.331	-67.225	-140.214	0.0377838	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781678	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781686	1	OK	0.0002770	0.7347749	-0.6782422	0.0096595	-43.330	-67.226	-140.215	0.0379069	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781686	1	Bad Fit	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	-3.697314E28	0.0000000	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781694	1	OK	0.0002832	0.7347699	-0.6782474	0.0096757	-43.330	-67.228	-140.215	0.0380259	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781694	1	OK	0.2245331	-0.8014463	0.4317449	-0.3476566	-182.023	47.168	23.538	0.0880578	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781702	1	OK	0.0002773	0.7347700	-0.6782470	0.0096937	-43.328	-67.229	-140.215	0.0379969	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781702	1	OK	0.2205106	-0.8019161	0.4311375	-0.3498945	-178.653	47.840	25.115	0.0876900	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781710	1	OK	0.0002755	0.7347670	-0.6782501	0.0097066	-43.328	-67.231	-140.215	0.0381717	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781710	1	OK	0.2167682	-0.8016486	0.4322426	-0.3514788	-175.231	48.227	26.732	0.0866668	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781718	1	OK	0.0002661	0.7347671	-0.6782495	0.0097346	-43.325	-67.232	-140.214	0.0383867	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781718	1	OK	0.2142840	-0.8006975	0.4349575	-0.3518208	-171.940	48.532	28.312	0.0876859	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781726	1	OK	0.0002772	0.7347653	-0.6782514	0.0097409	-43.327	-67.232	-140.215	0.0385094	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781726	1	OK	0.2128997	-0.8001906	0.4368448	-0.3514760	-168.935	49.001	29.851	0.0901584	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781734	1	OK	0.0002799	0.7347596	-0.6782574	0.0097515	-43.327	-67.232	-140.216	0.0385935	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781734	1	OK	0.2133187	-0.7990751	0.4387945	-0.3513310	-166.299	49.632	31.300	0.0892935	0
2	Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0	781742	1	OK	0.0002747	0.7347536	-0.6782636	0.0097710	-43.328	-67.231	-140.218	0.0387141	0	Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0	781742	1	OK	0.2138429	-0.7982670	0.4399368	-0.3514209	-163.942	50.267	32.584	0.0897440	0
