Tools,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460774,1,OK,0.0024907,-0.6856030,0.7273041,0.0311624,-112.069,56.450,-142.540,0.0448720,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460774,1,OK,-0.0330711,0.6188949,-0.6282560,0.4702869,-22.238,-53.366,32.592,0.0887234,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460782,1,OK,0.0024738,-0.6855775,0.7273248,0.0312412,-112.063,56.446,-142.528,0.0436599,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460782,1,OK,-0.0349282,0.6230097,-0.6227794,0.4720008,-20.714,-53.110,33.476,0.0872176,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460790,1,OK,0.0024442,-0.6855516,0.7273454,0.0313313,-112.058,56.442,-142.515,0.0421654,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460790,1,OK,-0.0369842,0.6263390,-0.6178930,0.4738564,-19.386,-52.575,34.280,0.0870509,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460798,1,OK,0.0024341,-0.6855196,0.7273724,0.0314075,-112.055,56.438,-142.505,0.0408842,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460798,1,OK,-0.0340277,0.6271770,-0.6142342,0.4777106,-18.250,-52.373,35.201,0.0888556,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460806,1,OK,0.0024466,-0.6854887,0.7273982,0.0314806,-112.049,56.434,-142.493,0.0393887,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460806,1,OK,-0.0296143,0.6264745,-0.6117718,0.4820664,-17.194,-52.330,36.173,0.0886082,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460814,1,OK,0.0024850,-0.6854544,0.7274279,0.0315389,-112.043,56.433,-142.479,0.0381290,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460814,1,OK,-0.0284910,0.6264466,-0.6092093,0.4854039,-16.177,-51.773,37.127,0.0868862,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460822,1,OK,0.0025422,-0.6854227,0.7274556,0.0315841,-112.039,56.430,-142.470,0.0368801,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460822,1,OK,-0.0278511,0.6283910,-0.6029033,0.4907715,-15.256,-50.854,38.361,0.0855628,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460830,1,OK,0.0025939,-0.6853933,0.7274811,0.0316317,-112.034,56.426,-142.463,0.0355246,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460830,1,OK,-0.0252408,0.6302047,-0.5954499,0.4976388,-14.242,-50.100,39.884,0.0889052,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460838,1,OK,0.0026861,-0.6853742,0.7274980,0.0316491,-112.030,56.423,-142.459,0.0342577,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460838,1,OK,-0.0233152,0.6295893,-0.5896204,0.5053924,-13.230,-49.605,41.408,0.0920969,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460846,1,OK,0.0028038,-0.6853483,0.7275220,0.0316494,-112.024,56.419,-142.450,0.0330890,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460846,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460854,1,OK,0.0029241,-0.6853310,0.7275384,0.0316336,-112.020,56.416,-142.446,0.0322564,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460854,1,OK,-0.0223810,0.6363545,-0.5731629,0.5157871,-11.175,-48.475,43.995,0.0945974,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460862,1,OK,0.0030729,-0.6853184,0.7275508,0.0316097,-112.016,56.413,-142.445,0.0312372,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460862,1,OK,-0.0208201,0.6387329,-0.5632131,0.5238109,-9.859,-48.126,45.453,0.0936206,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460870,1,OK,0.0032507,-0.6853082,0.7275613,0.0315697,-112.012,56.411,-142.446,0.0303869,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460870,1,OK,-0.0194694,0.6409588,-0.5518563,0.5331486,-8.757,-47.620,47.045,0.0930874,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460878,1,OK,0.0034388,-0.6853064,0.7275647,0.0315107,-112.008,56.410,-142.445,0.0294871,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460878,1,Bad Fit,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460886,1,OK,0.0036339,-0.6853073,0.7275665,0.0314279,-112.006,56.409,-142.447,0.0287072,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460886,1,OK,-0.0103951,0.6429287,-0.5194567,0.5627605,-6.523,-46.475,51.400,0.0870514,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460894,1,OK,0.0038281,-0.6853309,0.7275477,0.0313231,-112.001,56.401,-142.453,0.0280962,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460894,1,OK,0.0015220,0.6441406,-0.4970852,0.5813664,-5.908,-45.965,53.879,0.0961560,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460902,1,OK,0.0040068,-0.6853480,0.7275344,0.0312367,-111.997,56.398,-142.458,0.0274242,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460902,1,OK,-0.0002172,0.6375394,-0.4879404,0.5962026,-5.419,-45.374,55.819,0.0934370,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460910,1,OK,0.0042108,-0.6853618,0.7275250,0.0311263,-111.994,56.398,-142.461,0.0270435,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460910,1,OK,0.0051599,0.6380581,-0.4751630,0.6058674,-5.016,-44.872,57.170,0.0932210,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460918,1,OK,0.0043914,-0.6853781,0.7275135,0.0310114,-111.991,56.396,-142.464,0.0267922,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460918,1,OK,0.0070014,0.6376686,-0.4676208,0.6120951,-4.778,-44.534,58.073,0.0940117,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460926,1,OK,0.0045239,-0.6854138,0.7274832,0.0309125,-111.987,56.390,-142.472,0.0265289,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460926,1,OK,0.0081487,0.6367543,-0.4600485,0.6187350,-4.754,-44.009,58.940,0.0950681,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460934,1,OK,0.0046504,-0.6854397,0.7274617,0.0308248,-111.986,56.388,-142.479,0.0264627,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460934,1,OK,0.0097951,0.6378970,-0.4531925,0.6225818,-4.902,-43.384,58.885,0.0934929,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460942,1,OK,0.0047526,-0.6854481,0.7274568,0.0307402,-111.983,56.388,-142.478,0.0263743,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460942,1,OK,0.0083441,0.6394099,-0.4500134,0.6233564,-5.330,-42.722,58.194,0.0936143,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460950,1,OK,0.0048238,-0.6854674,0.7274416,0.0306576,-111.983,56.385,-142.484,0.0264642,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460950,1,OK,0.0059602,0.6396719,-0.4485803,0.6241474,-5.869,-41.907,57.552,0.0944976,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460958,1,OK,0.0048629,-0.6854905,0.7274223,0.0305934,-111.980,56.380,-142.489,0.0266288,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460958,1,OK,0.0059258,0.6388123,-0.4479145,0.6255049,-6.494,-41.235,57.310,0.0981332,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460966,1,OK,0.0048927,-0.6855057,0.7274097,0.0305482,-111.979,56.378,-142.491,0.0268350,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460966,1,OK,0.0015081,0.6383242,-0.4517092,0.6232967,-7.240,-40.614,56.676,0.0998196,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460974,1,OK,0.0049094,-0.6855049,0.7274113,0.0305229,-111.981,56.380,-142.492,0.0268573,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460974,1,OK,-0.0070321,0.6388247,-0.4563144,0.6193792,-8.103,-39.677,55.998,0.0982268,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460982,1,OK,0.0049226,-0.6855141,0.7274042,0.0304854,-111.981,56.379,-142.493,0.0270152,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460982,1,OK,-0.0135793,0.6384163,-0.4572655,0.6189899,-9.014,-38.351,55.884,0.0997147,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460990,1,OK,0.0048964,-0.6855380,0.7273824,0.0304719,-111.982,56.374,-142.499,0.0272042,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460990,1,OK,-0.0205132,0.6384394,-0.4586208,0.6177713,-9.959,-37.038,55.658,0.1000344,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1460998,1,OK,0.0048636,-0.6855457,0.7273751,0.0304778,-111.984,56.376,-142.502,0.0273064,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1460998,1,OK,-0.0286671,0.6397687,-0.4610649,0.6142421,-10.963,-35.653,55.168,0.1017308,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461006,1,OK,0.0048492,-0.6855527,0.7273692,0.0304633,-111.987,56.376,-142.502,0.0274081,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461006,1,OK,-0.0370823,0.6400489,-0.4656203,0.6100492,-12.003,-34.656,54.678,0.1023340,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461014,1,OK,0.0048398,-0.6855713,0.7273531,0.0304296,-111.990,56.376,-142.510,0.0277047,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461014,1,OK,-0.0428852,0.6360458,-0.4705079,0.6101056,-12.844,-33.681,54.731,0.1045081,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461022,1,OK,0.0048253,-0.6856091,0.7273186,0.0304075,-111.992,56.371,-142.521,0.0276391,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461022,1,OK,-0.0483029,0.6324893,-0.4747610,0.6101033,-13.799,-32.925,54.810,0.1058295,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461030,1,OK,0.0048168,-0.6856357,0.7272949,0.0303758,-111.994,56.371,-142.530,0.0278914,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461030,1,OK,-0.0534982,0.6304356,-0.4798321,0.6078240,-14.789,-32.607,54.801,0.1040324,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461038,1,OK,0.0048183,-0.6856570,0.7272761,0.0303420,-111.995,56.371,-142.536,0.0280313,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461038,1,OK,-0.0576255,0.6229792,-0.4882776,0.6084087,-15.690,-32.756,55.323,0.1021865,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461046,1,OK,0.0048208,-0.6856800,0.7272556,0.0303144,-111.996,56.371,-142.546,0.0280907,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461046,1,OK,-0.0590567,0.6132341,-0.4992340,0.6092796,-16.446,-33.272,55.711,0.1015267,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461054,1,OK,0.0048169,-0.6857077,0.7272309,0.0302808,-111.995,56.371,-142.555,0.0283097,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461054,1,OK,-0.0621346,0.6045581,-0.5095191,0.6091297,-17.572,-33.553,55.917,0.0999739,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461062,1,OK,0.0048188,-0.6857244,0.7272165,0.0302478,-111.996,56.371,-142.564,0.0284118,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461062,1,OK,-0.0661795,0.5961495,-0.5194698,0.6085863,-18.799,-33.662,55.963,0.1018526,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461070,1,OK,0.0048452,-0.6857344,0.7272088,0.0302022,-111.997,56.375,-142.572,0.0286518,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461070,1,OK,-0.0697239,0.5878377,-0.5294100,0.6077092,-19.935,-33.870,56.105,0.1002755,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461078,1,OK,0.0048628,-0.6857602,0.7271865,0.0301507,-111.998,56.374,-142.582,0.0289838,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461078,1,OK,-0.0720674,0.5828980,-0.5370491,0.6054870,-20.972,-34.023,56.140,0.1044134,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461086,1,OK,0.0048755,-0.6857857,0.7271638,0.0301164,-111.999,56.374,-142.595,0.0293102,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461086,1,OK,-0.0762630,0.5786370,-0.5436109,0.6032001,-22.113,-34.006,56.095,0.0997479,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461094,1,OK,0.0048868,-0.6857875,0.7271629,0.0300974,-111.998,56.378,-142.599,0.0294101,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461094,1,OK,-0.0788051,0.5747579,-0.5476913,0.6028908,-23.156,-33.787,56.318,0.0983926,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461102,1,OK,0.0049033,-0.6857978,0.7271545,0.0300625,-111.998,56.380,-142.606,0.0298400,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461102,1,OK,-0.0813765,0.5722901,-0.5507896,0.6020737,-24.083,-33.490,56.561,0.1016157,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461110,1,OK,0.0049370,-0.6858087,0.7271456,0.0300216,-111.999,56.382,-142.613,0.0302391,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461110,1,OK,-0.0860108,0.5677007,-0.5553910,0.6015470,-25.111,-33.081,56.749,0.0990908,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461118,1,OK,0.0049675,-0.6858221,0.7271341,0.0299889,-111.999,56.385,-142.619,0.0305095,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461118,1,OK,-0.0903292,0.5605682,-0.5613901,0.6020341,-25.953,-32.797,57.138,0.0910525,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461126,1,OK,0.0049859,-0.6858382,0.7271203,0.0299529,-112.002,56.385,-142.629,0.0308968,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461126,1,OK,-0.0928423,0.5539589,-0.5672381,0.6022880,-26.691,-32.768,57.379,0.0908145,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461134,1,OK,0.0050066,-0.6858538,0.7271068,0.0299203,-112.003,56.386,-142.636,0.0312110,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461134,1,OK,-0.0959545,0.5478815,-0.5744322,0.6005383,-27.370,-32.811,57.294,0.0890066,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461142,1,OK,0.0050259,-0.6858737,0.7270892,0.0298869,-112.005,56.387,-142.644,0.0314819,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461142,1,OK,-0.0976269,0.5423419,-0.5787530,0.6011483,-28.073,-32.778,57.545,0.0920401,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461150,1,OK,0.0050240,-0.6858822,0.7270818,0.0298736,-112.007,56.389,-142.653,0.0316285,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461150,1,OK,-0.0987066,0.5363683,-0.5823373,0.6028675,-28.665,-32.825,57.852,0.0939736,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461158,1,OK,0.0050450,-0.6858880,0.7270773,0.0298449,-112.008,56.391,-142.660,0.0319030,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461158,1,OK,-0.1015248,0.5299218,-0.5879563,0.6026466,-29.229,-32.913,57.810,0.0924967,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461166,1,OK,0.0050681,-0.6858974,0.7270697,0.0298115,-112.007,56.391,-142.663,0.0319415,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461166,1,OK,-0.1049772,0.5244873,-0.5950807,0.5998098,-29.761,-33.051,57.506,0.0888445,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461174,1,OK,0.0050944,-0.6859163,0.7270533,0.0297733,-112.007,56.389,-142.669,0.0321321,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461174,1,OK,-0.1081419,0.5193721,-0.6016851,0.5971039,-30.268,-33.255,57.258,0.0917064,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461182,1,OK,0.0050998,-0.6859132,0.7270564,0.0297652,-112.007,56.393,-142.670,0.0320174,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461182,1,OK,-0.1116317,0.5140940,-0.6077846,0.5948476,-30.739,-33.305,57.079,0.0867005,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461190,1,OK,0.0051009,-0.6859180,0.7270524,0.0297541,-112.009,56.394,-142.674,0.0321230,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461190,1,OK,-0.1149136,0.5106093,-0.6118776,0.5930251,-31.282,-33.159,56.978,0.0868974,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461198,1,OK,0.0051043,-0.6859261,0.7270452,0.0297426,-112.010,56.396,-142.679,0.0321515,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461198,1,OK,-0.1175033,0.5089086,-0.6150454,0.5906980,-31.806,-32.866,56.819,0.0877884,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461206,1,OK,0.0051125,-0.6859355,0.7270375,0.0297125,-112.008,56.395,-142.680,0.0323182,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461206,1,OK,-0.1189369,0.5065351,-0.6187504,0.5885780,-32.287,-32.616,56.596,0.0901854,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461214,1,OK,0.0051076,-0.6859333,0.7270400,0.0297044,-112.012,56.398,-142.684,0.0325067,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461214,1,OK,-0.1204024,0.5037474,-0.6221386,0.5870991,-32.737,-32.307,56.359,0.0896860,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461222,1,OK,0.0051002,-0.6859415,0.7270325,0.0296988,-112.013,56.398,-142.690,0.0324556,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461222,1,OK,-0.1257097,0.5008722,-0.6261227,0.5842041,-33.327,-31.884,56.081,0.0872722,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461230,1,OK,0.0051032,-0.6859504,0.7270247,0.0296829,-112.013,56.398,-142.693,0.0324304,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461230,1,OK,-0.1294184,0.5003620,-0.6276601,0.5821783,-33.826,-31.347,55.941,0.0879254,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461238,1,OK,0.0050942,-0.6859599,0.7270161,0.0296758,-112.015,56.399,-142.697,0.0324249,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461238,1,OK,-0.1303580,0.5006106,-0.6279127,0.5814822,-34.277,-30.957,55.884,0.0883763,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461246,1,OK,0.0050906,-0.6859633,0.7270135,0.0296635,-112.018,56.401,-142.702,0.0326768,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461246,1,OK,-0.1305521,0.5013724,-0.6282219,0.5804474,-34.662,-30.756,55.738,0.0882991,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461254,1,OK,0.0050856,-0.6859730,0.7270048,0.0296497,-112.021,56.403,-142.709,0.0328415,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461254,1,OK,-0.1312665,0.5028807,-0.6281342,0.5790747,-35.040,-30.501,55.625,0.0864259,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461262,1,OK,0.0050847,-0.6859917,0.7269880,0.0296293,-112.023,56.402,-142.718,0.0329005,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461262,1,OK,-0.1305184,0.5058502,-0.6263648,0.5785738,-35.541,-30.199,55.661,0.0889162,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461270,1,OK,0.0050943,-0.6860068,0.7269744,0.0296132,-112.024,56.405,-142.722,0.0328819,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461270,1,OK,-0.1300617,0.5079921,-0.6253598,0.5778867,-35.999,-29.827,55.734,0.0880094,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461278,1,OK,0.0050835,-0.6860191,0.7269633,0.0296029,-112.028,56.407,-142.730,0.0331584,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461278,1,OK,-0.1299895,0.5128858,-0.6232787,0.5758251,-36.561,-29.301,55.667,0.0850060,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461286,1,OK,0.0050767,-0.6860395,0.7269443,0.0295983,-112.031,56.407,-142.737,0.0330353,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461286,1,OK,-0.1298783,0.5185604,-0.6197652,0.5745588,-37.340,-28.555,55.615,0.0812158,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461294,1,OK,0.0050900,-0.6860585,0.7269273,0.0295738,-112.031,56.408,-142.743,0.0329487,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461294,1,OK,-0.1285943,0.5241087,-0.6160830,0.5737729,-38.225,-28.015,55.482,0.0810443,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461302,1,OK,0.0050972,-0.6860734,0.7269138,0.0295584,-112.033,56.412,-142.747,0.0331516,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461302,1,OK,-0.1244591,0.5298818,-0.6116681,0.5741057,-39.099,-27.867,55.544,0.0826774,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461310,1,OK,0.0050998,-0.6860974,0.7268918,0.0295419,-112.036,56.412,-142.753,0.0334865,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461310,1,OK,-0.1210501,0.5333084,-0.6096819,0.5737743,-40.067,-27.841,55.662,0.0830192,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461318,1,OK,0.0051020,-0.6861183,0.7268724,0.0295335,-112.039,56.414,-142.760,0.0335446,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461318,1,OK,-0.1196728,0.5349376,-0.6100991,0.5721007,-41.249,-27.854,55.536,0.0823097,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1461326,1,OK,0.0050945,-0.6861409,0.7268509,0.0295377,-112.043,56.418,-142.768,0.0335107,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1461326,1,OK,-0.1193873,0.5348435,-0.6130553,0.5690803,-42.432,-27.844,55.082,0.0794600,0
