Tools,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459126,1,OK,0.0043218,-0.6863673,0.7266316,0.0297948,-112.139,56.397,-142.856,0.0306069,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459126,1,OK,0.1145337,0.6461837,-0.6399465,0.3997464,-75.723,-17.587,43.004,0.0897293,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459134,1,OK,0.0043420,-0.6863667,0.7266317,0.0298035,-112.131,56.389,-142.849,0.0299177,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459134,1,OK,0.1159065,0.6478609,-0.6412426,0.3945248,-75.566,-17.319,43.187,0.0912466,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459142,1,OK,0.0043689,-0.6863646,0.7266343,0.0297844,-112.127,56.383,-142.847,0.0297410,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459142,1,OK,0.1149521,0.6470069,-0.6460238,0.3883571,-75.418,-17.312,43.039,0.0902285,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459150,1,OK,0.0043977,-0.6863633,0.7266367,0.0297532,-112.125,56.378,-142.843,0.0300121,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459150,1,OK,0.1179029,0.6459386,-0.6491282,0.3840506,-75.140,-17.796,42.805,0.0897064,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459158,1,OK,0.0044052,-0.6863699,0.7266313,0.0297320,-112.122,56.371,-142.841,0.0299145,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459158,1,OK,0.1218306,0.6425897,-0.6526036,0.3825498,-74.912,-18.699,42.437,0.0907185,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459166,1,OK,0.0044096,-0.6863752,0.7266267,0.0297210,-112.123,56.369,-142.842,0.0299759,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459166,1,OK,0.1263323,0.6390273,-0.6558354,0.3815288,-74.693,-19.949,41.896,0.0885289,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459174,1,OK,0.0043945,-0.6863747,0.7266270,0.0297256,-112.122,56.368,-142.839,0.0299949,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459174,1,OK,0.1330282,0.6369015,-0.6560358,0.3824618,-74.361,-21.658,41.403,0.0862936,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459182,1,OK,0.0043848,-0.6863659,0.7266349,0.0297380,-112.122,56.371,-142.834,0.0300917,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459182,1,OK,0.1401937,0.6354428,-0.6528205,0.3877931,-73.724,-23.596,41.490,0.0830723,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459190,1,OK,0.0043797,-0.6863715,0.7266296,0.0297391,-112.122,56.369,-142.835,0.0302288,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459190,1,OK,0.1479088,0.6352073,-0.6452152,0.3979096,-72.918,-25.704,42.255,0.0859946,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459198,1,OK,0.0043784,-0.6863740,0.7266269,0.0297487,-112.120,56.370,-142.833,0.0301661,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459198,1,OK,0.1538352,0.6302714,-0.6393471,0.4127081,-71.716,-28.014,43.270,0.0839329,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459206,1,OK,0.0043914,-0.6863585,0.7266405,0.0297689,-112.117,56.374,-142.826,0.0302617,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459206,1,OK,0.1598983,0.6233393,-0.6342028,0.4285645,-70.423,-30.340,44.355,0.0786946,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459214,1,OK,0.0044054,-0.6863493,0.7266487,0.0297807,-112.115,56.377,-142.821,0.0306103,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459214,1,OK,0.1584081,0.6137004,-0.6346993,0.4420809,-69.101,-32.229,45.316,0.0776802,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459222,1,OK,0.0044309,-0.6863352,0.7266608,0.0298066,-112.112,56.381,-142.815,0.0307581,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459222,1,OK,0.1542156,0.6066886,-0.6338375,0.4543087,-67.687,-33.816,46.578,0.0763487,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459230,1,OK,0.0044692,-0.6863175,0.7266762,0.0298342,-112.106,56.385,-142.807,0.0308269,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459230,1,OK,0.1554839,0.6010104,-0.6287153,0.4683251,-66.232,-35.110,48.284,0.0796572,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459238,1,OK,0.0045215,-0.6862932,0.7266977,0.0298588,-112.099,56.390,-142.797,0.0311368,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459238,1,OK,0.1550520,0.5947140,-0.6256067,0.4805106,-64.837,-36.053,49.786,0.0835709,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459246,1,OK,0.0045777,-0.6862706,0.7267179,0.0298782,-112.091,56.393,-142.785,0.0313371,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459246,1,OK,0.1533819,0.5913939,-0.6215694,0.4902843,-63.610,-36.719,51.053,0.0815124,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459254,1,OK,0.0046594,-0.6862435,0.7267427,0.0298859,-112.086,56.398,-142.777,0.0316911,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459254,1,OK,0.1547696,0.5884282,-0.6150413,0.5015206,-62.322,-37.390,52.594,0.0806533,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459262,1,OK,0.0047449,-0.6862258,0.7267592,0.0298790,-112.076,56.399,-142.768,0.0320475,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459262,1,OK,0.1557026,0.5846284,-0.6087713,0.5131899,-60.928,-38.034,54.133,0.0806508,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459270,1,OK,0.0048234,-0.6861973,0.7267852,0.0298875,-112.067,56.402,-142.757,0.0321276,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459270,1,OK,0.1521460,0.5800322,-0.6038584,0.5251373,-59.520,-38.362,55.593,0.0831061,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459278,1,OK,0.0049091,-0.6861724,0.7268078,0.0298944,-112.059,56.405,-142.749,0.0322764,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459278,1,OK,0.1469896,0.5781919,-0.5980705,0.5351634,-58.049,-38.039,57.075,0.0892426,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459286,1,OK,0.0049834,-0.6861553,0.7268238,0.0298868,-112.052,56.404,-142.744,0.0322538,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459286,1,OK,0.1397858,0.5777622,-0.5927316,0.5434336,-56.587,-37.462,58.536,0.0896984,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459294,1,OK,0.0050628,-0.6861347,0.7268429,0.0298818,-112.045,56.404,-142.740,0.0321337,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459294,1,OK,0.1327543,0.5780286,-0.5841836,0.5540657,-55.197,-36.638,60.295,0.0873966,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459302,1,OK,0.0051388,-0.6861182,0.7268584,0.0298729,-112.039,56.405,-142.736,0.0320238,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459302,1,OK,0.1267913,0.5800176,-0.5723622,0.5656015,-53.900,-35.172,62.196,0.0901704,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459310,1,OK,0.0052031,-0.6861039,0.7268716,0.0298684,-112.034,56.405,-142.733,0.0318113,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459310,1,OK,0.1175826,0.5807614,-0.5645543,0.5746034,-52.876,-33.504,63.598,0.0960899,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459318,1,OK,0.0052724,-0.6860857,0.7268884,0.0298647,-112.028,56.408,-142.730,0.0317625,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459318,1,OK,0.1055933,0.5799972,-0.5627412,0.5794615,-52.182,-31.992,64.169,0.0978849,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459326,1,OK,0.0053401,-0.6860756,0.7268982,0.0298471,-112.026,56.410,-142.730,0.0319245,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459326,1,OK,0.0944557,0.5821283,-0.5629458,0.5790481,-51.618,-30.516,64.158,0.1019194,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459334,1,OK,0.0053881,-0.6860714,0.7269022,0.0298381,-112.023,56.409,-142.731,0.0318369,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459334,1,OK,0.0812494,0.5821050,-0.5643874,0.5796716,-51.350,-29.195,64.120,0.1021879,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459342,1,OK,0.0054305,-0.6860712,0.7269026,0.0298228,-112.023,56.409,-142.734,0.0316911,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459342,1,OK,0.0687699,0.5813800,-0.5654545,0.5809727,-51.134,-27.771,64.058,0.1027900,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459350,1,OK,0.0054632,-0.6860757,0.7268986,0.0298110,-112.023,56.410,-142.737,0.0316666,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459350,1,OK,0.0565670,0.5807124,-0.5668158,0.5816296,-51.023,-26.516,63.953,0.1024383,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459358,1,OK,0.0054746,-0.6860755,0.7268991,0.0298034,-112.021,56.410,-142.737,0.0315033,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459358,1,OK,0.0435140,0.5792325,-0.5679318,0.5831378,-50.983,-25.367,64.024,0.1006319,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459366,1,OK,0.0054776,-0.6860765,0.7268978,0.0298092,-112.022,56.412,-142.740,0.0311520,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459366,1,OK,0.0303548,0.5780567,-0.5689363,0.5841579,-50.966,-24.148,64.133,0.1003906,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459374,1,OK,0.0054908,-0.6860795,0.7268953,0.0297987,-112.022,56.412,-142.744,0.0309918,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459374,1,OK,0.0179038,0.5754417,-0.5691309,0.5870573,-51.073,-23.111,64.523,0.1013863,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459382,1,OK,0.0055045,-0.6860837,0.7268918,0.0297853,-112.021,56.411,-142.746,0.0308907,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459382,1,OK,0.0046989,0.5720486,-0.5692442,0.5905077,-51.064,-22.257,65.055,0.1026040,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459390,1,OK,0.0055077,-0.6860844,0.7268918,0.0297686,-112.022,56.411,-142.750,0.0310624,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459390,1,OK,-0.0093739,0.5664729,-0.5697561,0.5953138,-51.050,-21.374,65.775,0.1025182,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459398,1,OK,0.0055031,-0.6860936,0.7268840,0.0297493,-112.025,56.409,-142.757,0.0309675,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459398,1,OK,-0.0224548,0.5614429,-0.5694369,0.6000160,-51.163,-20.578,66.252,0.0968969,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459406,1,OK,0.0055128,-0.6860905,0.7268871,0.0297424,-112.024,56.408,-142.760,0.0306736,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459406,1,OK,-0.0339284,0.5577867,-0.5651824,0.6068704,-51.400,-19.750,67.060,0.0963951,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459414,1,OK,0.0055155,-0.6860911,0.7268865,0.0297428,-112.021,56.408,-142.759,0.0302844,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459414,1,OK,-0.0499125,0.5508851,-0.5627016,0.6143299,-51.511,-18.358,68.122,0.0961459,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459422,1,OK,0.0055335,-0.6860892,0.7268887,0.0297276,-112.020,56.407,-142.760,0.0302371,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459422,1,OK,-0.0724754,0.5429593,-0.5636175,0.6182862,-51.795,-17.093,69.347,0.0952168,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459430,1,OK,0.0055722,-0.6860758,0.7269018,0.0297101,-112.017,56.407,-142.761,0.0300617,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459430,1,OK,-0.0890358,0.5363057,-0.5618535,0.6235138,-52.065,-16.010,70.914,0.0907957,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459438,1,OK,0.0056083,-0.6860634,0.7269134,0.0297050,-112.016,56.408,-142.765,0.0297996,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459438,1,OK,-0.0972845,0.5327224,-0.5557067,0.6308190,-52.493,-15.233,72.421,0.0905066,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459446,1,OK,0.0056570,-0.6860576,0.7269193,0.0296880,-112.014,56.409,-142.765,0.0298464,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459446,1,OK,-0.1004529,0.5304438,-0.5453729,0.6411763,-53.203,-14.455,73.946,0.0909983,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459454,1,OK,0.0056994,-0.6860498,0.7269262,0.0296897,-112.012,56.411,-142.766,0.0296959,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459454,1,OK,-0.1056508,0.5278318,-0.5373839,0.6491918,-54.030,-13.771,74.942,0.0904522,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459462,1,OK,0.0057108,-0.6860393,0.7269360,0.0296899,-112.010,56.408,-142.767,0.0295041,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459462,1,OK,-0.1075224,0.5272000,-0.5301545,0.6553131,-54.957,-13.236,75.529,0.0947025,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459470,1,OK,0.0057402,-0.6860413,0.7269343,0.0296804,-112.008,56.405,-142.771,0.0292343,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459470,1,OK,-0.1108872,0.5261486,-0.5281138,0.6572423,-55.798,-12.773,75.441,0.0912131,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459478,1,OK,0.0057847,-0.6860288,0.7269458,0.0296794,-112.005,56.408,-142.768,0.0292397,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459478,1,OK,-0.1156390,0.5279376,-0.5266904,0.6561301,-56.854,-12.199,74.736,0.0905068,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459486,1,OK,0.0058008,-0.6860248,0.7269490,0.0296904,-112.003,56.409,-142.769,0.0288826,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459486,1,OK,-0.1194031,0.5306916,-0.5239399,0.6554360,-58.023,-11.307,73.945,0.0897997,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459494,1,OK,0.0058030,-0.6860238,0.7269497,0.0296943,-112.002,56.406,-142.774,0.0285939,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459494,1,OK,-0.1241468,0.5337439,-0.5239880,0.6520288,-59.154,-10.416,72.803,0.0876755,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459502,1,OK,0.0058124,-0.6860178,0.7269548,0.0297064,-112.004,56.409,-142.778,0.0281691,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459502,1,OK,-0.1273013,0.5382396,-0.5261814,0.6459300,-60.225,-9.617,71.268,0.0881354,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459510,1,OK,0.0058090,-0.6860135,0.7269584,0.0297204,-112.007,56.413,-142.781,0.0281354,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459510,1,OK,-0.1296121,0.5429614,-0.5289075,0.6392578,-61.337,-9.070,69.627,0.0860816,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459518,1,OK,0.0057893,-0.6860190,0.7269536,0.0297135,-112.009,56.413,-142.785,0.0282244,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459518,1,OK,-0.1294027,0.5482620,-0.5308864,0.6331061,-62.397,-8.602,67.828,0.0872532,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459526,1,OK,0.0057637,-0.6860222,0.7269508,0.0297122,-112.012,56.413,-142.793,0.0279686,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459526,1,OK,-0.1289205,0.5537488,-0.5351568,0.6247792,-63.417,-8.263,65.821,0.0838009,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459534,1,OK,0.0057550,-0.6860295,0.7269450,0.0296864,-112.019,56.416,-142.802,0.0282147,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459534,1,OK,-0.1267511,0.5609889,-0.5415271,0.6131672,-64.410,-8.070,63.496,0.0824472,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459542,1,OK,0.0057336,-0.6860229,0.7269515,0.0296860,-112.027,56.424,-142.808,0.0282502,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459542,1,OK,-0.1255411,0.5659311,-0.5499505,0.6012619,-65.336,-8.268,61.492,0.0795805,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459550,1,OK,0.0057027,-0.6860189,0.7269555,0.0296850,-112.033,56.433,-142.814,0.0282305,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459550,1,OK,-0.1208729,0.5701957,-0.5547985,0.5936878,-66.147,-8.482,59.889,0.0818062,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459558,1,OK,0.0056409,-0.6860422,0.7269345,0.0296729,-112.040,56.431,-142.829,0.0279536,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459558,1,OK,-0.1171279,0.5745595,-0.5607539,0.5845661,-67.037,-8.597,58.125,0.0789154,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459566,1,OK,0.0055981,-0.6860485,0.7269299,0.0296477,-112.047,56.435,-142.838,0.0280512,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459566,1,OK,-0.1150292,0.5777096,-0.5681743,0.5746285,-67.929,-8.794,56.437,0.0718070,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459574,1,OK,0.0055657,-0.6860465,0.7269328,0.0296312,-112.058,56.444,-142.846,0.0284544,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459574,1,OK,-0.1105786,0.5807087,-0.5708900,0.5697670,-68.847,-9.118,55.381,0.0733799,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459582,1,OK,0.0055161,-0.6860534,0.7269274,0.0296131,-112.066,56.448,-142.855,0.0287588,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459582,1,OK,-0.1048830,0.5826536,-0.5721463,0.5675940,-69.635,-9.212,54.642,0.0775663,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459590,1,OK,0.0054546,-0.6860740,0.7269093,0.0295895,-112.073,56.446,-142.868,0.0287220,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459590,1,OK,-0.1007729,0.5849074,-0.5738662,0.5642746,-70.429,-9.429,53.987,0.0777795,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459598,1,OK,0.0054113,-0.6860817,0.7269025,0.0295869,-112.080,56.451,-142.874,0.0287157,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459598,1,OK,-0.0946445,0.5874188,-0.5744252,0.5621542,-71.176,-9.753,53.358,0.0782597,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459606,1,OK,0.0053712,-0.6860783,0.7269065,0.0295755,-112.089,56.457,-142.876,0.0291770,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459606,1,OK,-0.0895750,0.5891521,-0.5759435,0.5596116,-71.894,-10.088,52.777,0.0804775,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459614,1,OK,0.0053109,-0.6860913,0.7268945,0.0295771,-112.093,56.456,-142.883,0.0291272,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459614,1,OK,-0.0865803,0.5905944,-0.5771083,0.5573581,-72.601,-10.363,52.416,0.0783775,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459622,1,OK,0.0052667,-0.6861167,0.7268714,0.0295670,-112.096,56.453,-142.891,0.0290566,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459622,1,OK,-0.0823359,0.5907852,-0.5769459,0.5579669,-73.243,-10.662,52.108,0.0770164,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459630,1,OK,0.0052270,-0.6861242,0.7268642,0.0295737,-112.101,56.455,-142.894,0.0291975,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459630,1,OK,-0.0758284,0.5922657,-0.5779521,0.5562758,-73.823,-10.997,51.240,0.0773000,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459638,1,OK,0.0052008,-0.6861171,0.7268710,0.0295794,-112.109,56.462,-142.895,0.0296690,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459638,1,OK,-0.0714582,0.5937688,-0.5828734,0.5500826,-74.409,-11.632,50.015,0.0730501,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459646,1,OK,0.0051625,-0.6861293,0.7268598,0.0295777,-112.115,56.462,-142.901,0.0300152,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459646,1,OK,-0.0655040,0.5956090,-0.5874225,0.5439613,-74.927,-12.309,48.789,0.0766387,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459654,1,OK,0.0051259,-0.6861507,0.7268400,0.0295729,-112.119,56.460,-142.907,0.0301184,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459654,1,OK,-0.0598930,0.5978898,-0.5920967,0.5369936,-75.422,-13.068,47.546,0.0766311,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459662,1,OK,0.0050727,-0.6861596,0.7268313,0.0295904,-112.124,56.461,-142.909,0.0301573,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459662,1,OK,-0.0547318,0.6008340,-0.5967594,0.5290380,-75.958,-13.823,46.237,0.0746416,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459670,1,OK,0.0050362,-0.6861502,0.7268397,0.0296081,-112.131,56.468,-142.907,0.0304128,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459670,1,OK,-0.0522298,0.6014546,-0.6037885,0.5205419,-76.422,-14.331,45.032,0.0719391,0
2,Port 10: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,1459678,1,OK,0.0049817,-0.6861646,0.7268266,0.0296045,-112.135,56.466,-142.913,0.0305129,0,Port 11: NDI-MF2 610060   CAE0-L00032  s/n:3988A000 Channel:0,1459678,1,OK,-0.0499814,0.6031786,-0.6097396,0.5117569,-76.915,-14.657,43.899,0.0737338,0
