Tools,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495446,1,OK,0.0004290,0.7336894,-0.6794148,0.0097554,-43.361,-67.068,-140.289,0.0370543,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495446,1,OK,0.3266684,-0.6602713,0.4799190,-0.4764528,-203.730,34.396,17.025,0.1172699,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495454,1,OK,0.0004328,0.7336897,-0.6794144,0.0097577,-43.360,-67.068,-140.289,0.0369651,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495454,1,OK,0.3275807,-0.6591680,0.4814736,-0.4757852,-201.863,34.980,17.671,0.1148821,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495462,1,OK,0.0004370,0.7336902,-0.6794139,0.0097597,-43.360,-67.068,-140.290,0.0368706,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495462,1,OK,0.3276528,-0.6586162,0.4827660,-0.4751898,-199.990,35.640,18.242,0.1145207,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495470,1,OK,0.0004336,0.7336894,-0.6794147,0.0097658,-43.360,-67.066,-140.291,0.0369300,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495470,1,OK,0.3278091,-0.6589459,0.4822016,-0.4751981,-198.313,36.386,18.949,0.1165871,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495478,1,OK,0.0004390,0.7336888,-0.6794153,0.0097693,-43.360,-67.065,-140.292,0.0369040,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495478,1,OK,0.3267655,-0.6594616,0.4807607,-0.4766591,-196.540,37.119,19.790,0.1193662,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495486,1,OK,0.0004380,0.7336900,-0.6794138,0.0097794,-43.359,-67.067,-140.292,0.0370027,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495486,1,OK,0.3249210,-0.6596782,0.4797582,-0.4786263,-194.698,37.610,20.567,0.1195430,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495494,1,OK,0.0004306,0.7336912,-0.6794124,0.0097897,-43.358,-67.067,-140.292,0.0370828,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495494,1,OK,0.3211386,-0.6603625,0.4788929,-0.4810956,-192.740,37.983,21.082,0.1198531,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495502,1,OK,0.0004233,0.7336869,-0.6794169,0.0098027,-43.357,-67.067,-140.291,0.0372758,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495502,1,OK,0.3182058,-0.6615006,0.4777746,-0.4825904,-190.939,38.485,21.581,0.1218026,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495510,1,OK,0.0004124,0.7336838,-0.6794200,0.0098218,-43.355,-67.066,-140.292,0.0373725,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495510,1,OK,0.3181429,-0.6609764,0.4791054,-0.4820304,-189.274,39.185,22.112,0.1170139,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495518,1,OK,0.0004083,0.7336827,-0.6794209,0.0098371,-43.353,-67.066,-140.294,0.0374595,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495518,1,OK,0.3189858,-0.6605927,0.4804935,-0.4806155,-187.746,39.918,22.682,0.1199014,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495526,1,OK,0.0004000,0.7336779,-0.6794259,0.0098473,-43.353,-67.066,-140.294,0.0375012,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495526,1,OK,0.3190124,-0.6597957,0.4828992,-0.4792797,-186.129,40.572,23.164,0.1188989,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495534,1,OK,0.0003926,0.7336739,-0.6794301,0.0098653,-43.351,-67.065,-140.294,0.0376053,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495534,1,OK,0.3188155,-0.6591084,0.4846882,-0.4785501,-184.576,41.181,23.716,0.1171302,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495542,1,OK,0.0003821,0.7336724,-0.6794315,0.0098752,-43.350,-67.065,-140.295,0.0376562,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495542,1,OK,0.3186999,-0.6586203,0.4861597,-0.4778058,-183.023,41.829,24.441,0.1160937,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495550,1,OK,0.0003841,0.7336702,-0.6794337,0.0098817,-43.350,-67.065,-140.295,0.0376340,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495550,1,OK,0.3185140,-0.6576522,0.4881309,-0.4772532,-181.434,42.507,25.209,0.1145320,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495558,1,OK,0.0003758,0.7336669,-0.6794371,0.0098988,-43.348,-67.066,-140.296,0.0378570,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495558,1,OK,0.3175132,-0.6576444,0.4889814,-0.4770601,-179.911,43.099,26.001,0.1154366,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495566,1,OK,0.0003639,0.7336677,-0.6794361,0.0099096,-43.347,-67.065,-140.297,0.0378427,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495566,1,OK,0.3137563,-0.6593411,0.4877184,-0.4784946,-178.447,43.643,26.807,0.1115535,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495574,1,OK,0.0003729,0.7336648,-0.6794393,0.0099032,-43.347,-67.064,-140.299,0.0377784,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495574,1,OK,0.3064168,-0.6626948,0.4834179,-0.4829611,-177.109,43.924,27.787,0.1150955,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495582,1,OK,0.0003637,0.7336696,-0.6794340,0.0099137,-43.345,-67.064,-140.300,0.0376405,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495582,1,OK,0.2961410,-0.6658657,0.4782404,-0.4901117,-175.640,44.196,28.852,0.1201978,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495590,1,OK,0.0003671,0.7336698,-0.6794338,0.0099146,-43.345,-67.062,-140.301,0.0376175,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495590,1,OK,0.2963147,-0.6652117,0.4791921,-0.4899653,-174.396,44.911,29.980,0.1202422,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495598,1,OK,0.0003669,0.7336702,-0.6794334,0.0099059,-43.348,-67.059,-140.302,0.0375628,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495598,1,OK,0.3008582,-0.6633463,0.4836090,-0.4853642,-173.108,45.930,30.687,0.1183707,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495606,1,OK,0.0003692,0.7336703,-0.6794333,0.0099057,-43.348,-67.058,-140.303,0.0375671,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495606,1,OK,0.3053346,-0.6617090,0.4871214,-0.4812741,-171.880,46.817,31.261,0.1179423,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495614,1,OK,0.0003688,0.7336711,-0.6794324,0.0099064,-43.349,-67.057,-140.304,0.0376109,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495614,1,OK,0.3060784,-0.6609661,0.4890053,-0.4799100,-170.435,47.504,31.679,0.1205751,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495622,1,OK,0.0003663,0.7336736,-0.6794295,0.0099237,-43.349,-67.057,-140.304,0.0376464,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495622,1,OK,0.3051266,-0.6606885,0.4898174,-0.4800702,-168.984,48.022,32.194,0.1202964,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495630,1,OK,0.0003682,0.7336717,-0.6794315,0.0099239,-43.349,-67.055,-140.305,0.0374940,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495630,1,OK,0.3054652,-0.6595655,0.4916721,-0.4795028,-167.524,48.621,32.813,0.1175636,0
2,Port 12: NDI-MF2 610066   T6D0-S00591  s/n:39BB9800 Channel:0,495638,1,OK,0.0003661,0.7336695,-0.6794339,0.0099286,-43.348,-67.054,-140.306,0.0374959,0,Port 10: NDI-MF2 610060   CAE0-L00044  s/n:3A3BC400 Channel:0,495638,1,OK,0.3091499,-0.6578302,0.4946467,-0.4764561,-166.195,49.299,33.603,0.1179101,0
